Data Type,Size,Time,Memory Usage
sorted,500,0.003749999999854481,7.8125
sorted,750,0.011750000000120053,11.7578125
sorted,1000,0.01174999999989268,15.65625
sorted,2500,0.07024999999998727,39.1875
sorted,5000,0.13675000000012005,78.28125
sorted,7500,0.2227499999999054,117.3359375
sorted,10000,0.3397500000000946,156.4375
sorted,12000,0.41399999999998727,187.6640625
reverse,500,negligible,7.8125
reverse,750,0.01174999999989268,11.7578125
reverse,1000,0.008000000000038199,15.65625
reverse,2500,0.0544999999999618,39.1875
reverse,5000,0.14075000000002547,78.28125
reverse,7500,0.22250000000008185,117.3359375
reverse,10000,0.3554999999998927,156.4375
reverse,12000,0.41800000000012005,187.6640625
almost_sorted,500,0.0039999999999054126,7.8125
almost_sorted,750,0.007749999999987267,11.7578125
almost_sorted,1000,0.011750000000120053,15.65625
almost_sorted,2500,0.058499999999867214,39.1875
almost_sorted,5000,0.14075000000002547,78.28125
almost_sorted,7500,0.22649999999998727,117.3359375
almost_sorted,10000,0.3632500000001073,156.4375
almost_sorted,12000,0.4102499999999054,187.6640625
reverse,500,0.0037500000000818545,7.8125
reverse,750,0.008000000000038199,11.7578125
reverse,1000,0.007749999999987267,15.65625
reverse,2500,0.046749999999974534,39.1875
reverse,5000,0.14474999999993088,78.28125
reverse,7500,0.2147500000000946,117.3359375
reverse,10000,0.3397499999998672,156.4375
reverse,12000,0.4102500000001328,187.6640625
unique,500,0.0039999999999054126,7.8125
unique,750,0.007749999999987267,11.7578125
unique,1000,0.011750000000120053,15.65625
unique,2500,0.05074999999987995,39.1875
unique,5000,0.14049999999997453,78.28125
unique,7500,0.19925000000012005,117.3359375
unique,10000,0.3125,156.4375
unique,12000,0.4102499999999054,187.6640625
nonunique,500,0.0037500000000818545,7.8125
nonunique,750,0.008000000000038199,11.7578125
nonunique,1000,0.01174999999989268,15.65625
nonunique,2500,0.046749999999974534,39.1875
nonunique,5000,0.14450000000010732,78.28125
nonunique,7500,0.21100000000001273,117.3359375
nonunique,10000,0.3242499999998927,156.4375
nonunique,12000,0.42174999999997453,187.6640625
float,500,0.004000000000132786,7.8125
float,750,0.007749999999987267,11.7578125
float,1000,0.007749999999987267,15.65625
float,2500,0.05475000000001273,39.1875
float,5000,0.14850000000001273,78.28125
float,7500,0.21875,117.3359375
float,10000,0.35149999999998727,156.4375
float,12000,0.4179999999998927,187.6640625
negative,500,0.004000000000132786,7.8125
negative,750,0.007749999999987267,11.7578125
negative,1000,0.01174999999989268,15.65625
negative,2500,0.05075000000010732,39.1875
negative,5000,0.1522499999998672,78.28125
negative,7500,0.21500000000014552,117.3359375
negative,10000,0.35924999999997453,156.4375
negative,12000,0.4414999999999054,187.6640625
