Data Type,Size,Time,Memory Usage
sorted,500,0.0625,0.23046875
sorted,750,0.16799999999999216,0.27734375
sorted,1000,0.3475000000000108,0.27734375
sorted,2500,2.1444999999999936,0.27734375
sorted,5000,7.820499999999996,0.27734375
sorted,7500,17.71475000000001,0.27734375
sorted,10000,30.851499999999987,0.27734375
sorted,12000,45.06650000000002,0.27734375
reverse,500,0.05474999999998431,0.23046875
reverse,750,0.14825000000001864,0.27734375
reverse,1000,0.2852499999999907,0.27734375
reverse,2500,1.8164999999999907,0.27734375
reverse,5000,7.355500000000006,0.27734375
reverse,7500,19.331999999999994,0.27734375
reverse,10000,35.21075000000002,0.27734375
reverse,12000,53.027499999999975,0.27734375
almost_sorted,500,0.0625,0.23046875
almost_sorted,750,0.17175000000003138,0.27734375
almost_sorted,1000,0.3359999999999559,0.27734375
almost_sorted,2500,2.1132500000000505,0.27734375
almost_sorted,5000,8.523499999999956,0.27734375
almost_sorted,7500,19.831999999999994,0.27734375
almost_sorted,10000,39.55850000000004,0.27734375
almost_sorted,12000,62.57049999999998,0.27734375
reverse,500,0.09375,0.23046875
reverse,750,0.23050000000000637,0.27734375
reverse,1000,0.4490000000000123,0.27734375
reverse,2500,2.8047500000000127,0.27734375
reverse,5000,11.28125,0.27734375
reverse,7500,26.46875,0.27734375
reverse,10000,48.09374999999994,0.27734375
reverse,12000,72.75400000000002,0.27734375
unique,500,0.09375,0.23046875
unique,750,0.2772499999999809,0.27734375
unique,1000,0.5077499999999873,0.27734375
unique,2500,3.121250000000032,0.27734375
unique,5000,12.652249999999981,0.27734375
unique,7500,28.367250000000013,0.27734375
unique,10000,51.78525000000002,0.27734375
unique,12000,74.09375,0.27734375
nonunique,500,0.0897499999999809,0.23046875
nonunique,750,0.26175000000000637,0.27734375
nonunique,1000,0.5037499999999682,0.27734375
nonunique,2500,3.2110000000000127,0.27734375
nonunique,5000,12.918000000000006,0.27734375
nonunique,7500,28.699250000000006,0.27734375
nonunique,10000,50.644499999999994,0.27734375
nonunique,12000,80.125,0.27734375
float,500,0.11725000000001273,0.23046875
float,750,0.25374999999996817,0.27734375
float,1000,0.5197500000000446,0.27734375
float,2500,3.308499999999981,0.27734375
float,5000,13.214749999999981,0.27734375
float,7500,30.168000000000006,0.27734375
float,10000,53.043000000000006,0.27734375
float,12000,85.63274999999999,0.27734375
negative,500,0.14450000000010732,0.23046875
negative,750,0.3554999999998927,0.27734375
negative,1000,0.66800000000012,0.27734375
negative,2500,3.92574999999988,0.27734375
negative,5000,15.883000000000038,0.27734375
negative,7500,33.121000000000095,0.27734375
negative,10000,50.37099999999987,0.27734375
negative,12000,72.33600000000001,0.27734375
