Data Type,Size,Time,Memory Usage
sorted,500,0.11325000000010732,0.1875
sorted,750,0.3867499999998927,0.1875
sorted,1000,0.8125,0.1875
sorted,2500,7.1092499999999745,0.1875
sorted,5000,31.984500000000025,0.1875
sorted,7500,73.71875,0.1875
sorted,10000,132.29674999999997,0.1875
sorted,12000,191.94150000000013,0.1875
reverse,500,0.10149999999998727,0.1875
reverse,750,0.36324999999987995,0.1875
reverse,1000,0.8205000000000382,0.1875
reverse,2500,7.097500000000082,0.1875
reverse,5000,31.417999999999893,0.1875
reverse,7500,73.0272500000001,0.1875
reverse,10000,142.86349999999993,0.1875
reverse,12000,190.44900000000007,0.1875
almost_sorted,500,0.10550000000012005,0.1875
almost_sorted,750,0.37124999999969077,0.1875
almost_sorted,1000,0.7695000000003347,0.1875
almost_sorted,2500,6.40625,0.1875
almost_sorted,5000,28.70699999999988,0.1875
almost_sorted,7500,71.2460000000001,0.1875
almost_sorted,10000,120.05874999999969,0.1875
almost_sorted,12000,172.41800000000012,0.1875
reverse,500,0.10924999999997453,0.1875
reverse,750,0.39449999999987995,0.1875
reverse,1000,0.8165000000003602,0.1875
reverse,2500,7.0974999999998545,0.1875
reverse,5000,31.648499999999785,0.1875
reverse,7500,79.16800000000012,0.1875
reverse,10000,142.4102499999999,0.1875
reverse,12000,214.75,0.1875
unique,500,0.09375,0.1875
unique,750,0.45299999999997453,0.1875
unique,1000,1.0195000000003347,0.1875
unique,2500,8.285249999999905,0.1875
unique,5000,36.847749999999905,0.1875
unique,7500,81.88650000000007,0.1875
unique,10000,131.9727499999999,0.1875
unique,12000,192.94525000000021,0.1875
nonunique,500,0.039249999999810825,0.8125
nonunique,750,0.12874999999985448,0.609375
nonunique,1000,0.3007500000003347,0.921875
nonunique,2500,2.6212499999996908,1.125
nonunique,5000,11.902250000000095,1.109375
nonunique,7500,26.66800000000012,1.046875
nonunique,10000,50.38274999999976,1.046875
nonunique,12000,73.35950000000003,1.046875
float,500,0.1522500000000946,0.1875
float,750,0.47650000000021464,0.1875
float,1000,0.7892499999998108,0.1875
float,2500,7.6287499999998545,0.1875
float,5000,33.757750000000215,0.1875
float,7500,79.74224999999979,0.1875
float,10000,141.38675000000012,0.1875
float,12000,196.99224999999979,0.1875
negative,500,0.1132500000003347,0.1875
negative,750,0.4297500000002401,0.1875
negative,1000,0.9257499999994252,0.1875
negative,2500,7.359250000000429,0.1875
negative,5000,30.5,0.1875
negative,7500,71.875,0.1875
negative,10000,130.05475000000024,0.1875
negative,12000,190.26574999999957,0.1875
